policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
938634,IL,100/300,500,1427.46,2015-01-30,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Springfield,7426 Rock Drive,3,3,Unknown,0,0,Unknown,87900.0,17580.0,8790.0,61530.0,Dodge,Neon,1995,No
482495,IL,500/1000,500,1592.41,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Columbus,5771 Best St,22,1,Unknown,2,3,Yes,53400.0,5340.0,5340.0,42720.0,Jeep,Wrangler,1996,No
796005,OH,250/500,1000,1274.63,2015-02-08,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,9818 Cherokee Ave,22,1,Yes,2,3,No,52030.0,9460.0,9460.0,33110.0,Acura,MDX,1995,No
910604,IN,250/500,500,1362.31,2015-01-13,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,7819 2nd Ave,16,1,No,0,2,No,82060.0,14920.0,7460.0,59680.0,Saab,93,2005,No
327488,OH,250/500,1000,919.37,2015-01-18,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,1331 Elm Ridge,0,1,Unknown,0,3,Unknown,48360.0,8060.0,8060.0,32240.0,Nissan,Maxima,1997,No
715202,OH,250/500,1000,1377.23,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,9240 Britain Ave,1,3,Unknown,2,1,Unknown,52290.0,5810.0,11620.0,34860.0,Nissan,Maxima,1997,No
648852,IL,100/300,1000,995.55,2015-02-02,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,6668 Andromedia Ridge,19,3,Yes,0,3,Unknown,68200.0,12400.0,12400.0,43400.0,Jeep,Wrangler,2007,Yes
516959,IL,100/300,500,1508.12,2015-01-20,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,5276 2nd Lane,0,3,Unknown,2,1,No,60750.0,13500.0,6750.0,40500.0,Jeep,Wrangler,2015,Yes
984456,IN,500/1000,500,484.67,2015-01-24,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2889 Weaver St,2,3,Unknown,0,2,Yes,65560.0,11920.0,11920.0,41720.0,Volkswagen,Passat,2015,Yes
801331,IN,500/1000,1000,1561.41,2015-01-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1879 4th Lane,5,3,Yes,1,3,No,70290.0,12780.0,12780.0,44730.0,Mercedes,C300,2012,No
786103,OH,100/300,500,1457.21,2015-01-17,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,5499 Elm Hwy,6,1,Unknown,2,0,Yes,45000.0,5000.0,5000.0,35000.0,Subaru,Forrestor,2003,No
684193,IL,500/1000,1000,1128.71,2015-02-04,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,8822 Sky St,21,3,Yes,2,1,Unknown,61800.0,12360.0,6180.0,43260.0,Subaru,Impreza,2007,No
247505,IL,100/300,500,1358.2,2015-02-14,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,4254 Best Ridge,11,3,Yes,0,0,No,64570.0,5870.0,11740.0,46960.0,Jeep,Wrangler,2001,No
259792,IL,100/300,1000,1232.79,2015-01-07,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,5812 Weaver Ave,3,1,Yes,2,0,Yes,70500.0,7050.0,14100.0,49350.0,Subaru,Forrestor,2007,No
185124,IL,100/300,1000,936.19,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,4,3,Unknown,2,1,Yes,57900.0,17370.0,5790.0,34740.0,Audi,A5,2005,No
760700,IL,250/500,500,1302.34,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1376 Pine St,2,3,No,1,0,No,57860.0,5260.0,10520.0,42080.0,Volkswagen,Jetta,2011,No
362407,IN,100/300,500,1264.99,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3340 3rd Hwy,22,1,Unknown,1,1,No,37800.0,8400.0,4200.0,25200.0,Chevrolet,Silverado,1995,No
389525,OH,500/1000,500,1467.76,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,3097 4th Drive,8,1,Unknown,1,3,Yes,63300.0,6330.0,6330.0,50640.0,Toyota,Highlander,2000,No
179538,IN,250/500,2000,1124.43,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,1916 Elm St,14,3,Yes,0,1,Yes,44200.0,8840.0,4420.0,30940.0,Saab,93,1995,No
265437,IL,250/500,1000,1319.81,2015-01-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,8917 Cherokee Lane,14,4,No,1,0,Yes,31680.0,3520.0,3520.0,24640.0,Toyota,Camry,2006,No
266247,IN,100/300,2000,1482.53,2015-01-23,Parked Car,Unknown,Trivial Damage,Police,WV,Northbrook,8492 Weaver Hwy,5,1,Yes,1,2,Unknown,100.0,10.0,20.0,70.0,Audi,A3,2002,No
921851,IN,100/300,1000,1328.18,2015-02-25,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,3753 Francis Lane,18,1,No,2,1,No,56340.0,6260.0,6260.0,43820.0,Volkswagen,Passat,2003,No
488724,IN,100/300,500,1463.95,2015-02-11,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,4545 4th Ridge,20,3,Unknown,0,0,Yes,69740.0,6340.0,6340.0,57060.0,Dodge,Neon,2003,No
192524,IL,100/300,2000,1133.85,2015-01-03,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,0,3,Yes,2,2,Yes,60480.0,5040.0,15120.0,40320.0,Volkswagen,Jetta,2003,No
338070,IN,500/1000,1000,1037.32,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,5341 5th Ave,1,3,Unknown,2,1,No,80880.0,6740.0,13480.0,60660.0,Nissan,Ultima,2005,No
865607,IN,250/500,1000,1562.8,2015-01-18,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,Unknown,1,2,Yes,49390.0,8980.0,4490.0,35920.0,Subaru,Legacy,2009,No
963285,IN,100/300,1000,1425.79,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,1275 4th Ridge,12,1,No,0,3,Unknown,69360.0,11560.0,11560.0,46240.0,Dodge,RAM,2009,No
728491,OH,500/1000,2000,1615.14,2015-01-20,Vehicle Theft,Unknown,Minor Damage,Unknown,NY,Springfield,4857 Weaver St,6,1,No,0,1,Unknown,3740.0,680.0,680.0,2380.0,Chevrolet,Malibu,2011,No
553436,IL,250/500,500,1236.5,2015-02-12,Parked Car,Unknown,Trivial Damage,Unknown,NY,Hillsdale,8211 Sky Hwy,1,1,No,0,1,No,5060.0,460.0,920.0,3680.0,Nissan,Ultima,2003,No
440616,IL,500/1000,2000,1017.97,2015-02-19,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,21,3,No,0,0,Yes,35860.0,3260.0,6520.0,26080.0,BMW,X5,2005,Yes
463237,IN,100/300,2000,1306.0,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,9856 Apache St,3,3,Yes,2,1,Unknown,50050.0,7700.0,3850.0,38500.0,Ford,Fusion,2008,Yes
753452,IL,500/1000,2000,1174.14,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,14,4,Yes,0,0,No,59070.0,10740.0,5370.0,42960.0,Toyota,Camry,2012,No
920554,IN,500/1000,1000,1231.01,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,No,1,2,Unknown,28440.0,3160.0,3160.0,22120.0,Dodge,Neon,2007,No
594783,IL,250/500,500,1299.18,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,Yes,2,1,Yes,45540.0,8280.0,8280.0,28980.0,Honda,Civic,1998,Yes
725330,IN,100/300,500,1469.75,2015-01-16,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,Unknown,0,0,Yes,38700.0,7740.0,3870.0,27090.0,Volkswagen,Passat,2012,No
607259,OH,250/500,500,1390.72,2015-02-20,Parked Car,Unknown,Trivial Damage,Unknown,SC,Northbrook,7928 Maple Ridge,6,1,Yes,2,1,Yes,5830.0,1060.0,530.0,4240.0,Nissan,Pathfinder,2011,No
979336,IL,500/1000,500,1694.09,2015-01-30,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,Yes,0,2,Unknown,57240.0,4770.0,9540.0,42930.0,BMW,X6,1995,Yes
865201,OH,100/300,2000,1140.15,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,Yes,0,3,No,46200.0,4200.0,8400.0,33600.0,Subaru,Legacy,2015,No
140977,IN,100/300,1000,1310.71,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,Yes,0,1,No,57700.0,5770.0,5770.0,46160.0,Toyota,Camry,2003,No
787351,IL,250/500,2000,1730.49,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,No,2,0,No,56160.0,4680.0,9360.0,42120.0,Saab,95,1995,No
272330,IN,250/500,500,1616.65,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,Unknown,0,3,Yes,44400.0,5550.0,5550.0,33300.0,Jeep,Grand Cherokee,1999,No
728025,IN,100/300,500,1935.85,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,Unknown,2,3,Unknown,92730.0,16860.0,8430.0,67440.0,Mercedes,E400,2004,Yes
804608,OH,250/500,1000,855.14,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,Yes,0,1,Yes,30700.0,3070.0,6140.0,21490.0,Toyota,Corolla,2015,No
718829,OH,250/500,2000,1568.47,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,No,2,0,Unknown,56600.0,11320.0,5660.0,39620.0,Toyota,Camry,1999,No
482404,IN,500/1000,2000,1550.53,2015-02-01,Parked Car,Unknown,Trivial Damage,Unknown,VA,Hillsdale,4390 4th Drive,20,1,Yes,0,1,Unknown,3960.0,660.0,660.0,2640.0,Audi,A3,1998,No
331170,IL,250/500,2000,1370.92,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,Yes,0,3,Unknown,34800.0,3480.0,6960.0,24360.0,Acura,MDX,1999,No
753056,IN,250/500,500,1363.59,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,Unknown,2,0,Yes,79500.0,7950.0,7950.0,63600.0,Chevrolet,Tahoe,2000,No
910365,IN,250/500,1000,828.42,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,Unknown,2,2,No,56000.0,5600.0,5600.0,44800.0,Chevrolet,Malibu,2009,No
379268,IN,250/500,500,1209.63,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,Yes,1,0,Yes,73260.0,16280.0,0.0,56980.0,Volkswagen,Jetta,2014,Yes
362843,OH,250/500,2000,1111.17,2015-02-03,Parked Car,Unknown,Trivial Damage,Unknown,WV,Arlington,4905 Best Lane,3,1,Yes,2,3,Yes,4950.0,900.0,450.0,3600.0,Toyota,Camry,1995,No
135400,IN,500/1000,500,989.97,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,No,0,1,No,48000.0,4800.0,9600.0,33600.0,Saab,95,2013,No
798579,IN,250/500,1000,1114.23,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,Yes,0,1,Yes,52200.0,10440.0,5220.0,36540.0,Nissan,Pathfinder,2005,No
250833,IN,250/500,2000,1347.31,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,No,2,3,Unknown,73800.0,12300.0,12300.0,49200.0,Audi,A3,1995,No
824116,IL,250/500,2000,1687.53,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,Unknown,1,2,No,78200.0,15640.0,7820.0,54740.0,Audi,A3,2009,No
322613,IN,250/500,1000,1183.48,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,Unknown,2,3,No,55200.0,13800.0,9200.0,32200.0,Saab,93,2015,Yes
871305,IL,500/1000,2000,1537.13,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,No,0,2,Yes,57060.0,6340.0,6340.0,44380.0,Ford,Fusion,2012,No
488037,OH,250/500,1000,1173.25,2015-02-25,Vehicle Theft,Unknown,Minor Damage,Unknown,WV,Arlington,4434 Weaver St,3,1,No,0,3,Yes,4680.0,520.0,520.0,3640.0,Chevrolet,Malibu,2013,No
485813,IN,250/500,1000,1361.16,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,No,2,0,Yes,53100.0,5310.0,5310.0,42480.0,Acura,MDX,2005,Yes
886473,OH,500/1000,2000,1422.56,2015-02-09,Vehicle Theft,Unknown,Minor Damage,Unknown,WV,Springfield,2809 Francis Lane,7,1,Unknown,1,2,No,3520.0,640.0,320.0,2560.0,Acura,MDX,2013,No
907113,IL,500/1000,2000,1143.06,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,No,0,1,Yes,72900.0,14580.0,14580.0,43740.0,Nissan,Maxima,2010,No
833321,IN,250/500,500,1405.71,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,Unknown,0,1,No,70700.0,7070.0,14140.0,49490.0,Volkswagen,Passat,2008,No
521592,IL,100/300,500,1354.2,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,Unknown,0,0,Unknown,60170.0,5470.0,10940.0,43760.0,Nissan,Pathfinder,2006,No
254837,IN,100/300,500,1055.6,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,Unknown,1,1,Unknown,74800.0,13600.0,6800.0,54400.0,Ford,Fusion,2009,Yes
634499,IL,250/500,1000,999.43,2015-01-01,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,Yes,2,0,Unknown,4100.0,820.0,410.0,2870.0,Chevrolet,Malibu,2009,No
574707,IN,250/500,2000,1155.97,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,Yes,0,3,Unknown,61490.0,5590.0,11180.0,44720.0,Dodge,RAM,2009,No
476839,IL,250/500,1000,1726.91,2015-01-28,Vehicle Theft,Unknown,Trivial Damage,Unknown,VA,Hillsdale,4453 Best Ave,14,1,Unknown,0,0,Unknown,7200.0,720.0,1440.0,5040.0,Audi,A5,1999,No
149601,IN,500/1000,500,1232.57,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,Unknown,0,0,Unknown,45100.0,8200.0,4100.0,32800.0,Nissan,Pathfinder,2011,No
630683,OH,250/500,500,1078.65,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,Unknown,2,3,Yes,66660.0,12120.0,6060.0,48480.0,Honda,Civic,2006,No
500639,OH,500/1000,1000,1324.78,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,No,2,2,Yes,76400.0,15280.0,7640.0,53480.0,Volkswagen,Jetta,1997,Yes
352120,IN,250/500,500,1518.54,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,Yes,1,1,No,58300.0,10600.0,10600.0,37100.0,Ford,F150,2001,No
569245,IL,100/300,2000,1239.06,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,Unknown,1,1,Unknown,57310.0,5210.0,10420.0,41680.0,Volkswagen,Passat,2002,No
907012,OH,500/1000,2000,1246.68,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,Unknown,0,1,Unknown,53100.0,5900.0,5900.0,41300.0,Subaru,Impreza,2006,No
700074,OH,250/500,1000,1622.67,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,No,1,1,Unknown,74700.0,14940.0,7470.0,52290.0,Subaru,Forrestor,1997,No
866805,OH,250/500,500,1082.36,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,No,2,2,No,60500.0,12100.0,6050.0,42350.0,Audi,A5,1995,No
951863,OH,250/500,1000,1270.55,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,Yes,2,3,No,84920.0,7720.0,15440.0,61760.0,Jeep,Wrangler,2006,Yes
211578,IL,500/1000,1000,1236.32,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,No,2,0,No,61050.0,5550.0,11100.0,44400.0,Dodge,Neon,2009,No
357394,IL,250/500,2000,785.82,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,Yes,2,0,Unknown,69080.0,12560.0,6280.0,50240.0,Audi,A5,2009,Yes
863749,IN,250/500,500,1265.84,2015-01-16,Vehicle Theft,Unknown,Minor Damage,Unknown,VA,Arlington,1941 5th Ridge,10,1,Yes,1,3,Yes,4560.0,760.0,380.0,3420.0,Nissan,Pathfinder,2007,No
596914,IN,250/500,500,1508.9,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,No,0,1,Unknown,67800.0,11300.0,11300.0,45200.0,Ford,F150,2011,No
684653,OH,250/500,2000,1106.84,2015-01-07,Vehicle Theft,Unknown,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,Yes,1,1,Yes,5600.0,1120.0,560.0,3920.0,Subaru,Legacy,2005,No
528259,IN,500/1000,2000,1389.13,2015-02-17,Vehicle Theft,Unknown,Minor Damage,Unknown,NC,Northbrook,4814 Lincoln Lane,6,1,Unknown,0,2,Unknown,9000.0,900.0,1800.0,6300.0,Mercedes,ML350,2015,No
797636,IN,100/300,1000,974.84,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,No,0,1,Yes,85320.0,21330.0,7110.0,56880.0,Nissan,Pathfinder,2006,No
326180,IL,100/300,2000,1304.46,2015-01-31,Vehicle Theft,Unknown,Trivial Damage,Unknown,NC,Arlington,6939 3rd Hwy,6,1,No,0,3,Yes,5940.0,540.0,1080.0,4320.0,Audi,A5,2001,Yes
620075,OH,250/500,500,1257.36,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,Yes,1,1,Unknown,51370.0,9340.0,4670.0,37360.0,BMW,M5,2000,Yes
965187,OH,250/500,500,1257.04,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,No,2,2,Yes,51600.0,10320.0,5160.0,36120.0,Dodge,Neon,2011,No
516182,OH,100/300,2000,719.52,2015-02-13,Parked Car,Unknown,Trivial Damage,Unknown,SC,Arlington,1741 Best Ridge,9,1,No,0,3,Unknown,5400.0,600.0,600.0,4200.0,Chevrolet,Malibu,1998,No
728839,OH,500/1000,2000,1524.18,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,Unknown,1,0,Yes,48870.0,5430.0,5430.0,38010.0,Saab,95,1999,No
771509,IN,500/1000,500,1395.58,2015-02-05,Vehicle Theft,Unknown,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,No,2,1,Unknown,5590.0,860.0,860.0,3870.0,BMW,X5,2000,No
264221,IL,500/1000,1000,1243.68,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,Unknown,0,2,Unknown,54960.0,6870.0,0.0,48090.0,Toyota,Corolla,2002,Yes
602704,OH,500/1000,1000,1189.04,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,No,1,3,Unknown,39800.0,7960.0,3980.0,27860.0,Jeep,Wrangler,2014,No
672416,IN,500/1000,2000,1375.29,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,Unknown,0,1,Unknown,56160.0,6240.0,6240.0,43680.0,Ford,Fusion,2015,Yes
545506,IN,100/300,500,1389.13,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,No,0,3,Unknown,52700.0,5270.0,10540.0,36890.0,Toyota,Corolla,2005,No
777533,OH,500/1000,1000,1387.51,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,Yes,1,3,Unknown,68580.0,7620.0,7620.0,53340.0,Jeep,Wrangler,2010,No
953334,IN,100/300,1000,1178.61,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,Yes,1,2,Yes,90860.0,12980.0,19470.0,58410.0,Volkswagen,Jetta,2004,Yes
369781,IL,250/500,2000,1166.62,2015-02-24,Parked Car,Unknown,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,No,0,3,No,5700.0,570.0,570.0,4560.0,Saab,93,2001,No
990998,IN,100/300,1000,1556.31,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,Yes,2,0,Yes,94930.0,8630.0,8630.0,77670.0,Acura,RSX,2014,No
982678,OH,250/500,500,1452.27,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,No,1,2,No,46800.0,4680.0,9360.0,32760.0,Audi,A5,2007,Yes
646069,OH,500/1000,1000,1212.07,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,No,2,3,No,56320.0,7040.0,7040.0,42240.0,Mercedes,ML350,2000,No
331683,OH,100/300,2000,1578.54,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,No,1,3,Yes,83490.0,7590.0,15180.0,60720.0,Nissan,Pathfinder,1996,No
364055,IN,500/1000,500,1488.26,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,No,2,2,Unknown,57900.0,5790.0,5790.0,46320.0,Saab,95,2008,No
521854,IN,250/500,1000,1096.39,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,Unknown,1,3,Yes,49410.0,5490.0,5490.0,38430.0,Audi,A3,2015,No
737252,OH,500/1000,2000,1215.36,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,Unknown,0,1,No,66200.0,6620.0,6620.0,52960.0,Subaru,Impreza,2012,No
344480,OH,100/300,2000,1482.57,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,No,0,1,No,64080.0,10680.0,10680.0,42720.0,Toyota,Camry,2005,No
898519,OH,250/500,1000,954.18,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,Unknown,2,3,Yes,42500.0,8500.0,4250.0,29750.0,Nissan,Pathfinder,2000,No
957816,IL,500/1000,2000,1193.4,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,No,2,3,Unknown,48950.0,8900.0,4450.0,35600.0,Subaru,Legacy,2005,No
175960,IN,100/300,1000,1023.11,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,No,1,2,Yes,58850.0,10700.0,10700.0,37450.0,Acura,MDX,1999,No
489618,IL,500/1000,1000,1524.45,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,Yes,0,2,Yes,82400.0,8240.0,8240.0,65920.0,Nissan,Pathfinder,2006,No
717044,OH,500/1000,1000,1653.32,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,Yes,2,0,Unknown,54240.0,6780.0,6780.0,40680.0,Subaru,Impreza,2009,No
101421,IL,250/500,1000,1022.46,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,Unknown,0,2,Unknown,74200.0,7420.0,7420.0,59360.0,Jeep,Wrangler,1996,No
793948,IL,100/300,2000,1396.43,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,Yes,2,1,Unknown,47430.0,5270.0,5270.0,36890.0,Toyota,Camry,2000,No
737483,IL,250/500,500,1521.55,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,Unknown,1,3,Yes,68200.0,13640.0,6820.0,47740.0,Dodge,RAM,2003,Yes
695117,IN,100/300,1000,1034.27,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,No,1,0,No,63900.0,7100.0,7100.0,49700.0,Acura,TL,2014,No
167466,OH,100/300,1000,1255.35,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,No,0,3,Yes,59300.0,11860.0,5930.0,41510.0,Dodge,RAM,2008,No
664732,IL,500/1000,2000,1396.89,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,No,1,2,Yes,66900.0,6690.0,13380.0,46830.0,Subaru,Forrestor,1999,Yes
